ID,Verified,Topic,Type,Title,Description,Link,Formats,Permissions,Organisation,Example,Contact,Comment
1540,,Mobilität,Dataset,BFS Statistiken,Mobilität/Verkehr Personenverkehr Güterverkehr Verkehrsinfrastruktur und Fahrzeuge,https://www.bfs.admin.ch/bfs/de/home/statistiken/mobilitaet-verkehr.html,"GIS,XLS,JPG",,Bundesamt für Statistik,,,"Karten, Tabellen, Grafiken"
1583,,Mobilität,Dataset,IEEE Datasets,"Electric Vehicles Database with scenario, Reliability Weather Data PV Generation Verbrauchszahlen Hausgeräte, .... Consumption Data  Private Homes Offices Commercial Water Heater Refrigerator Wind based Generation (Data base includes the values of the wind speed, recorded with time intervals of 10min) Power Quality Wind based Generation (Data base includes the values of the wind speed, recorded with time intervals of 10min) Weather Data Power Quality Electric Vehicles  Database with scenario PV Generation Consumption Data  Private Homes Offices Commercial Water Heater Refrigerator ",http://sites.ieee.org/pes-iss/data-sets/,,,IEEE PES,,,
1640,,Mobilität,Dataset,Lemnet Ladestationspunkte,,https://www.lemnet.org/de/downloads,,,,,,
1591,,Mobilität,Dataset,Mikrozensus Verkehr und Mobilität (CH),,https://www.bfs.admin.ch/bfs/de/home/statistiken/mobilitaet-verkehr/personenverkehr/verkehrsverhalten.assetdetail.1840477.html,XLS,,BFS,https://www.bfs.admin.ch/bfs/de/home/statistiken/mobilitaet-verkehr/personenverkehr/verkehrsverhalten/tabellen-2015/hauptbericht.html,Matthias Eifert,Tabellen - Erhebung alle 5 Jahre (Daten aus dem Jahr 2015)
1594,,Mobilität,Dataset,Nationale Dateninfrastruktur Elektromobilität (DIEMO),"Rund 35% des Energieverbrauchs der Schweiz entfallen auf die Mobilität. Der Mobilitätsbereich ist aktuell zu über 95% von fossilen Energieträgern abhängig. Grundsätzlich strebt der Bundesrat im Bereich des motorisierten Individualverkehrs eine generelle und technologieneutrale Energieeffizienzsteigerung an, die jedoch in das übergeordnete Ziel einer nachhaltigeren Mobilität eingebettet sein muss. Die Elektromobilität bietet die Chance, einen Beitrag zu einer nachhaltigeren Mobilität zu leisten. Mit der Elektromobilität ist eine Schlüsseltechnologie zur Erreichung ambitionierter energie- und klimapolitischer Ziele vorhanden. Elektroantriebe sind effizient und der Einsatz von Strom erlaubt die Nutzung erneuerbarer Energien.Die nationale Daten-Infrastruktur Elektromobilität (DIEMO) bezweckt, dass Daten zur Ladeinfrastruktur der Schweiz im Sinne von Open Data einheitlich, in hoher Qualität und kostenlos zur Verfügung stehen. Dazu harmonisiert und aggregiert DIEMO Daten verschiedener Betreibenden von Ladeinfrastruktur und stellt ein Gesamtbild der Ladestellen zur Verfügung.",https://data.geo.admin.ch/ch.bfe.ladestellen-elektromobilitaet/data/ch.bfe.ladestellen-elektromobilitaet.json,,,BFE,,,
1615,,Mobilität,Dataset,Swisscom Open Data,"Mobilität (Fahrten auf Autobahnen, Reisedistanzen pro Tag Kommunikation (Breitbandanschlüsse in Gemeinden, Heatmaps, Netzwerk ",https://opendata.swisscom.com/explore/?sort=title&refine.language=de,,,Swisscom OpenData,,Matthias Eifert,
1602,,Mobilität,Dataset,Zugverkehrdaten,Stationsnamen und Haltestellen Anzahl GA und Halbtax bis ins Jahr 2017 GTFS Realtime Fahrpläne ,https://opentransportdata.swiss/de/,,,Opentransportdata.ch,,Christian Trachsel,
1616,,Netzdaten,Dataset,Swissgrid Daten,Netzdaten allg,https://www.swissgrid.ch/de/home/operation/grid-data.html,,,Swissgrid,,,
1554,,Netzkennzahlen,Dataset,Energienet.dk,"Energy Data (Denmark) Production and Consumption, Whole Sale Market, Ancillary Services, Transmission lines, CO2 Emissions, Gas",https://en.energinet.dk/Electricity/Energy-data  https://www.energidataservice.dk/en/,,,Energinet,,Matthias Eifert,On this page you can find raw data and statistics or energy data provided by other players in the electricity market (Focus on Denmark)
1519,,Netzkennzahlen,Dataset,Netzkennzahlen,"Erzeugung, Erzeugung in Regelzone, Grenzüberschreitende Lastflüsse, Lastverlauf, PV-Einspeisung, Windenergieeinspeisung, vertikale Netzlast",https://www.amprion.net/Netzkennzahlen/,,,Amprion,,Matthias Eifert,
1619,,Netzkennzahlen,Dataset,Swissgrid Netzkennzahlen,"Frequenz, Importe, Exporte, Wide Area Monitoring",https://www.swissgrid.ch/de/home/operation/grid-data/current-data.html,XLS,,Swissgrid,,,Daten in XLS
1628,,"Netzkennzahlen,Wind Energie,Sonnenenergie",Dataset,TransnetBW.de,"Kennzahlen (Einspeisung Wind, Einspeisung Photovoltaik, EEG Intraday, Differenz Einspeisungsprognose zu vermarkteter Menge) ",https://www.transnetbw.de/de/transparenz/marktdaten/kennzahlen,,,TransnetBW,,Matthias Eifert,Homepage >
1543,,Smart grid,Dataset,"Daten aus ""Swiss2grid"" Programm","The main objective is to demonstrate an innovative concept, Smart Grid, which hypothesises intelligent decentralised grid management,  based on individual junction regulation and, in order to reduce the level of complexity of the system, controlled by a light infrastructure.",http://www.s2g.ch/?lang=en,,,Swiss2grid,,,
1600,,Smart grid,Dataset,OpenEI.org,Different and various data sets,https://openei.org/datasets/dataset?sectors=smartgrid,,,OpenEi.org,,,
1545,,Smart Meter,Dataset,Data.gov.uk,Smart Meter Data Sets,https://data.gov.uk/search?q=smart+meter,,,Data.gov.uk,,,
1548,,Smart Meter,Dataset,Smart Meter Data Sets, Listing of datasets and code samples related to Smart Meter ,https://github.com/smda/smart-meter-data-catalog,,,,,,
1546,,Smart Meter,Dataset,Smart Meters in London,Smart Meter Data Sets,https://www.kaggle.com/jeanmidev/smart-meters-in-london,,,Kaggle,,,
1532,,Sonnenenergie,Dataset,Sonnendach,Wie viel Strom oder Wärme kann mein Dach produzieren?,https://www.uvek-gis.admin.ch/BFE/sonnendach/,,,BFE,,Roland Schäfer,
1623,,"Sonnenenergie,Anlagen",Dataset,Swisssolar.ch,Solaranlagenverzeichnis,https://www.swissolar.ch/ueber-solarenergie/solaranlagenverzeichnis/,,,Swisssolar,,,
1596,,"Sonnenenergie,Deutschland",Dataset,Netztransparenz.de,"Solarenergie Hochrechnung der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Solarenergie-Hochrechnung,CSV,,Netztransparenz.de,,Matthias Eifert,
1574,,"Sonnenenergie,Potenzial",Dataset,Solarpotenzial,"Solarpotenzial  Gebäudedaten (Baujahr, Renovationsjahr, Fläche, Anzahl      Wohnungen etc.)  Parzellendaten  Unternehmensregister  Stromtarife Elcom  Etc.   für die Städte Aarau, Bremgarten und Rheinfelden",,,,GeoImpact,,André Golliez,Daten in Dropbox hinterlegt
1611,,"Sonnenenergie,Potenzial",Dataset,Solarpotenzial in der Schweiz,Dach für jede Schweizer Gemeinde,"https://map.geo.admin.ch/?lang=de&topic=energie&bgLayer=ch.swisstopo.swissimage&catalogNodes=2419,2420,2427,2480,2429,2431,2434,2436,2767,2441,3206&layers=ch.bfe.solarenergie-eignung-daecher",,,Sonnendach.ch,https://map.geo.admin.ch/?layers=ch.bfe.solarenergie-eignung-daecher&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-farbe&E=2645915.44&N=1248328.00&zoom=11,,
1645,,"Sonnenenergie,Potenzial",Dataset,Solarpotenzial in der Schweiz (Fassaden für jede Schweizer Gemeinde),,"https://map.geo.admin.ch/?layers=ch.bfe.solarenergie-eignung-daecher,true,ch.bfe.solarenergie-eignung-fassaden&lang=de&topic=ech&bgLayer=ch.swisstopo.pixelkarte-farbe&E=2645915.44&N=1248328.00&zoom=11&layers_visibility=false",,,GeoAdmin.ch,,,
1610,,"Sonnenenergie,Potenzial",Dataset,UVEK GIS,PV Potenzial,https://www.uvek-gis.admin.ch/BFE/sonnendach/?lang=de,,,Sonnendach,,,
1553,,Strom,Dataset,Energinet.dk,Data Hub (Denmark),https://en.energinet.dk/Electricity/DataHub,,,Energinet,,Matthias Eifert,
1606,,Strom,Dataset,Strom,Stromkennzeichnung > detailliert von 2010 bis 2018 als Excel File,https://www.stromkennzeichnung.ch,XLS,,ProNovo (Swissgrid-Daten),,,als Excel-File vorhanden
1515,,"Strom,Kadaster & Netze",Dataset,AEW Leitungskataster Strom,AEW Leitungskataster Strom,https://ag-geo.ch/#/,,,AEW,,,"Im Feld ""Katalog(e)"" ""AEW Energie AG"" eintragen"
1549,,"Stromproduktion,CO2,Echtzeit",Dataset,ElectricityMap,"eine Karte, die für über 131 Regionen weltweit und in Echtzeit die Stromproduktion (inkl. Import und Export) und deren CO2-Intensität abbildet",https://data.electricitymap.org,API,,Electricitymap.org,https://www.electricitymap.org/map,,API Schnittstelle > wird hergestellt > Oleg?
1556,,"Stromproduktion,Deutschland",Dataset,EnergyMap.info,"Energiekarte, aktuelle Stromproduktion aus EE ",http://www.energymap.info/download.html,CSV,,EnergyMap,,Matthias Eifert,> 1mio Datensätze
1621,,Uebertragung,Dataset,Swissgrid Data,"Uebertragung (Importe, Exporte, Verluste)",https://www.swissgrid.ch/de/home/operation/grid-data/transmission.html,XLS,,Swissgrid,,,Daten in XLS
1648,,"Verbrauch,Anlagen",Dataset,Transaction per block timeseries,Average Price of Electricity to Ultimate Customers by End-Use Sector,https://www.eia.gov/electricity/monthly/epm_table_grapher.php?t=epmt_5_6_a,,,,,,
1649,,"Verbrauch,Deutschland,Haushalte",Dataset,Stromverbrauch im Haushalt,,https://www.stromverbrauch-haushalt.de/haushaltgeraete-stromverbrauch.html,,,,,,
1647,,"Verkehr,Verbrauch",Dataset,Energieverbrauch der Verkehrsträger im Vergleich,,https://www.energiestiftung.ch/energieeffizienz-verkehrstraegervergleich.html,,,,,,
1578,,"Versorgungsnetze,Wasser / Gasversorgung",Dataset,GeoProRegio,GeoDatenshop Versorgungsunternehmen Aargau:  Stromnetz Gasnetz Abwasser Wasser Fernwärme,https://www.geoproregio.ch/maps,,Not open data,GeoProRegio,https://www.geoproregio.ch/nutzungsbedingungen/nutzungsbedingungen,Matthias Eifert,"Login mit folgenden Daten:  Benutzername: ZukunftAARGAU Passwort: VW5qWFSuZe  weiter via ""Geodatenshop"" "
1518,,Wetter,Dataset,Agrometeo,historical weather data 10min intervals,http://www.agrometeo.ch/de/meteorology/datas,,,Agroscope,,,
1586,,"Wetter,Echtzeit",Dataset,Echtzeitdaten Meteoschweiz,,http://map.geo.admin.ch/?topic=meteoschweiz,,,Meteo Schweiz,https://opendata.swiss/en/dataset/automatische-wetterstationen-aktuelle-messwerte,@jfisler,ch.meteoschweiz.messnetz-automatisch download preview metadata
1587,,"Wetter,Echtzeit",Dataset,Open Data von Meteoschweiz,,http://map.geo.admin.ch/?topic=meteoschweiz,,,Meteo Schweiz,https://opendata.swiss/en/organization/bundesamt-fur-meteorologie-und-klimatologie-meteoschweiz,@jfisler,ch.meteoschweiz.messnetz-atmosphaere download preview metadata
1633,,"Wetter,Echtzeit,Klimadaten",Dataset,SBB Wetterapi von meteomatics,Zugriff auf die Wetterapi von meteomatics. Beschreibung der Parameter auf API.Meteomatics.com. Die Historie geht mehrere Jahre zurück und es sind unterschiedlichste Parameter verfügbar,https://weather.api.sbb.ch,,,Wetterdaten SBB,https://data.sbb.ch/pages/event/?flg=de,Christian Trachsel Matthias Rücker,
1597,,"Wind Energie,Deutschland",Dataset,Netztransparent.de,"Windenergie HOchrechnung der 4 Uebertragungsnetzbetreiber 50 Hertz, Amprion, TennetTSO, TransnetBW",https://www.netztransparenz.de/Weitere-Veroeffentlichungen/Windenergie-Hochrechnung,CSV,,Netztransparenz.de,,Matthias Eifert,
1631,,"Wind Energie,Deutschland",Dataset,Opendata.dwd.de,Reanalyse-Daten des DWD (gemeinsam mit den Unis Bonn und Köln erstellt und jetzt operationell weitergeführt) an. Diese Daten haben eine Auflösung von 6.2km und gehen bis 1995 zurück,http://opendata.dwd.de/climate_environment/REA/COSMO_REA6/,,,Uni Bonn,https://reanalysis.meteo.uni-bonn.de,,Website mit Erläuterungen und Links zu den Datensätzen
1650,,"Wind Energie,Klimadaten",Dataset,Windatlas,Windatlas Schweiz (50m und 100m über Grund),https://opendata.swiss/de/dataset/windatlas-schweiz-jahresmittel-der-modellierten-windgeschwindigkeit-und-windrichtung-in-50-m-ho,,,Opendata.swiss,,,"Im Feld ""Katalog(e)"" ""AEW Energie AG"" eintragen"
1605,,Preise,Dataset,Einspeisevergütung,Cockpit EVS (wichtigste Kennzahlen Einspeisevergütungssystem) Cockpit EIV (Einmalvergütung) > wie auf Homepage angeboten Cockpit HKN (Herkunftsnachweise) > wie auf Homepage angeboten Statistik Kostendeckende Einspeisevergütung > wie auf Homepage angeboten,https://pronovo.ch/de/services/berichte/#,,,ProNovo (Swissgrid-Daten),,Matthias Eifert,Daten Stromkennzeichnung via Mail erhalten! alle anderen Daten wie auf Homepage von Pronovo
1618,,"Preise,Tarife",Dataset,Swissgrid Daten,Tarife und Vergütungssätze für das Uebertragungsnetz,https://www.swissgrid.ch/de/home/customers/topics/tariffs.html,PDF,,Swissgrid,,,
1620,,"Schweiz,Stromproduktion,monatlich,Energiekennzahlen",Dataset,Swissgrid Daten,"Energieübersicht Schweiz: monatliche Daten zu Produktion, Verbrauch, Endverbrauch",https://www.swissgrid.ch/de/home/operation/grid-data/generation.html,XLS,,Swissgrid,,,Daten in XLS
1539,,Energiekennzahlen,Dataset,BFS Statistiken,Energie Importe/Exporte Stromerzeugung Enedenergieverbrauch nach Energieträgern Endverbraucherausgaben für Energie,https://www.bfs.admin.ch/bfs/de/home/statistiken/energie.html,"GIS,XLS,JPG",,Bundesamt für Statistik,,,"Karten, Tabellen, Grafiken"
1521,,"Energiekennzahlen,Mobilität,Bevölkerung,Erneuerbare Energien",Dataset,Kanton Basel Stadt,"Raum & Umwelt (Eigenproduktion Strom, Energieeffizienz, Energiepreise CH, ....) Bevölkerung Energie (Stromverbrauch nach EnergieTräger, spez.Heizenergieverbr., neue erneuerbare Energien, Stromverbrauch pro Einwohner) Mobilität & Verkehr (Verkehrsleistungsindex, Motorfahrzeuge, Verkehrszähldaten,",https://opendata.swiss/de/organization/kanton-basel-stadt,,,Basel,,Matthias Eifert,
1622,,"Re-insurance,Katastrophen",Dataset,SwissRe,"Sigma Explorer - regional market structures and long-term premium growth trends in the global re/insurance industry - interactive sigma explorer tool to visualise and share historical data about natural and man made catastrophes, the number of lives lost and world re/insurance premiums going as far back as 1970",https://www.swissre.com/institute/research/sigma-research.html,,,SwissRe,http://www.sigma-explorer.com/,,noch in Abklärung
